formula,x_Fe_x,x_Mn_x,x_Ni_x,x_Mg_x,x_Fe_y,x_Mn_y,x_Ni_y,x_Mg_y,V_lithiated,V_delithiated,dV_percent,density_g_cm3,U_cut_V,x_Fe,x_Mn,x_Ni,x_Mg,Vavg_V,Vavg_V_unc,E_hull_meV,E_hull_meV_unc,E_g,E_g_unc,dV_percent_unc,density_g_cm3_unc,acq
LiFe0.25Mn0.26Ni0.05Mg0.44PO4,0.25,0.26,0.05,0.44,0.25,0.26,0.05,0.44,302.7031608029054,276.9759424311641,3.128547414259715,3.036811660537176,4.25,0.25,0.26,0.05,0.44,3.6143774993029223,0.1209740478612431,49.069747759683814,3.482024714621104,1.6184682931093717,0.2085884229333213,0.7080569427790342,0.083886866713269,0.0010583990505848616
LiFe0.69Mn0.03Ni0.12Mg0.17PO4,0.69,0.03,0.12,0.17,0.69,0.03,0.12,0.17,300.98137641911603,280.8726418222809,7.256426988459856,3.530825197340287,4.162,0.69,0.03,0.12,0.17,3.58272159518998,0.0329372020258956,45.96101638412302,2.152387880617269,1.8104575083378427,0.0491824334379936,0.3225912918596602,0.0558682983278374,2.6915356977706016e-19
LiFe0.21Mn0.37Ni0.16Mg0.26PO4,0.21,0.37,0.16,0.26,0.21,0.37,0.16,0.26,302.85968665597716,276.6216970319717,11.985288727681972,3.551624493281217,4.258,0.21,0.37,0.16,0.26,3.5049431181450044,0.0563885704504544,34.88538222712223,4.1642418603680085,2.140778342510022,0.0813334875954381,0.3409547756296075,0.068433907596628,2.333422860079645e-12
LiFe0.04Mn0.08Ni0.86Mg0.03PO4,0.04,0.08,0.86,0.03,0.04,0.08,0.86,0.03,303.5249215315322,275.1161540854039,11.374155910134904,3.9420957378518304,4.292,0.04,0.08,0.86,0.03,3.786158336609738,0.0098662275805273,28.664508499567415,1.381841293430877,1.6568629479696435,0.0243451057551433,0.2335814442748382,0.0886913685562384,2.089838375668751e-15
LiFe0.21Mn0.15Ni0.14Mg0.50PO4,0.21,0.15,0.14,0.5,0.21,0.15,0.14,0.5,302.85968665597716,276.6216970319717,10.999931451525162,3.902263079743851,4.258,0.21,0.15,0.14,0.5,3.76130809117556,0.0313193060696223,28.621434074957723,3.158091583937729,1.6539868421131352,0.0225132341407974,0.2785042800143425,0.0850711725900568,1.2374128807243192e-05
LiFe0.51Mn0.00Ni0.41Mg0.08PO4,0.51,0.0,0.41,0.08,0.51,0.0,0.41,0.08,301.68574275793895,279.2785375259149,6.031250205674277,3.4033170899129166,4.1979999999999995,0.51,0.0,0.41,0.08,3.747176301205712,0.0461457332728914,45.99858621404939,3.210045777287485,1.8231639925990817,0.1049079768134946,0.6088132762571016,0.0517212914937597,0.00015199818613584565
LiFe0.67Mn0.17Ni0.11Mg0.05PO4,0.67,0.17,0.11,0.05,0.67,0.17,0.11,0.05,301.05963934565193,280.6955191226847,12.270314064362593,4.082694064760597,4.1659999999999995,0.67,0.17,0.11,0.05,3.553826060456695,0.0471258001114559,29.91031094215166,2.322194818980321,1.5313503711931205,0.0541601477529579,0.6296857239548717,0.0913421411189674,5.839961116497461e-13
LiFe0.47Mn0.27Ni0.02Mg0.24PO4,0.47,0.27,0.02,0.24,0.47,0.27,0.02,0.24,301.8422686110107,278.92429212672255,3.1074764206073953,3.039592522199581,4.2059999999999995,0.47,0.27,0.02,0.24,3.6054546814629296,0.1173823888812468,49.39290731597253,3.4441710649678146,1.6289801072829688,0.2040085704167406,0.6873486419664127,0.0867169976938173,0.000707116518782234
LiFe0.38Mn0.10Ni0.38Mg0.14PO4,0.38,0.1,0.38,0.14,0.38,0.1,0.38,0.14,302.1944517804222,278.12723997853954,10.626786500820511,3.920457450795678,4.224,0.38,0.1,0.38,0.14,3.740162155632753,0.0434623669669645,30.648408503493123,3.7378213826614455,1.624691224765021,0.1220655314432492,0.696914720513749,0.1013661501436445,5.5697066398349064e-05
LiFe0.28Mn0.14Ni0.22Mg0.36PO4,0.28,0.14,0.22,0.36,0.28,0.14,0.22,0.36,302.58576641310157,277.24162648055847,10.069109732596006,3.833497140545041,4.244,0.28,0.14,0.22,0.36,3.7374670636504015,0.0535867521996315,31.341780793149557,2.031187839711315,1.5777286495914404,0.1345197043687952,0.502655264094775,0.0893085584572997,0.00026731709227951215
LiFe0.23Mn0.24Ni0.24Mg0.29PO4,0.23,0.24,0.24,0.29,0.23,0.24,0.24,0.29,302.7814237294413,276.7988197315679,5.30448584492205,3.3006530349402294,4.254,0.23,0.24,0.24,0.29,3.6377419116834457,0.0619873835516189,37.33912639545844,5.702249156417231,1.6763869290280176,0.1102881634215672,0.3250344187862307,0.0591426486446453,3.5621803989477983e-06
LiFe0.01Mn0.17Ni0.53Mg0.29PO4,0.01,0.17,0.53,0.29,0.01,0.17,0.53,0.29,303.642315921336,274.85047003600954,10.999931451525162,3.902263079743851,4.298,0.01,0.17,0.53,0.29,3.7614267741364578,0.0311891170675765,28.60447479889083,3.1347448151997015,1.6539868421131352,0.0225132341407974,0.2785042800143425,0.0850711725900568,1.1951158331192647e-05
LiFe0.13Mn0.32Ni0.25Mg0.30PO4,0.13,0.32,0.25,0.3,0.13,0.32,0.25,0.3,303.1727383621207,275.91320623358683,11.613994051298167,3.371405533491431,4.274,0.13,0.32,0.25,0.3,3.743871360679434,0.0718559697091562,29.910401689858592,3.768090623098872,1.9912276605383403,0.0527805733872025,0.7054636746155327,0.0895756202761153,0.0018940762412009435
LiFe0.22Mn0.07Ni0.45Mg0.26PO4,0.22,0.07,0.45,0.26,0.22,0.07,0.45,0.26,302.82055519270926,276.71025838176985,11.374155910134904,3.9420957378518304,4.256,0.22,0.07,0.45,0.26,3.786158336609738,0.0098662275805273,28.664508499567415,1.381841293430877,1.6568629479696435,0.0243451057551433,0.2335814442748382,0.0886913685562384,2.089838375668751e-15
LiFe0.18Mn0.33Ni0.24Mg0.25PO4,0.18,0.33,0.24,0.25,0.18,0.33,0.24,0.25,302.977081045781,276.3560129825774,12.284296492895631,3.407632369015284,4.264,0.18,0.33,0.24,0.25,3.6882827106560634,0.0650472248343767,31.794573211380417,4.617040448567406,2.049827780444367,0.0490577008071919,0.3891407369542321,0.082157856438296,0.00010721154823704687
LiFe0.63Mn0.09Ni0.01Mg0.27PO4,0.63,0.09,0.01,0.27,0.63,0.09,0.01,0.27,301.2161651987237,280.34127372349224,13.124709708750997,4.170701437789487,4.1739999999999995,0.63,0.09,0.01,0.27,3.5733402163110894,0.0284721151449548,28.551037083172307,2.967655213709652,1.567863832708871,0.0474015216654062,0.8026391681531188,0.1185399882349793,6.399377325072561e-26
LiFe0.23Mn0.42Ni0.33Mg0.02PO4,0.23,0.42,0.33,0.02,0.23,0.42,0.33,0.02,302.7814237294413,276.7988197315679,12.129987729260716,3.603390226281516,4.254,0.23,0.42,0.33,0.02,3.4846271599750147,0.0536973806214547,34.027778506021114,2.8682164793344604,2.247471162497578,0.0471397435819204,0.1254282779653159,0.0578024801471693,1.9905967405268632e-14
LiFe0.07Mn0.00Ni0.76Mg0.17PO4,0.07,0.0,0.76,0.17,0.07,0.0,0.76,0.17,303.40752714172834,275.38183813479816,7.168889961723537,3.4514526969232167,4.286,0.07,0.0,0.76,0.17,3.788519211003138,0.0021339936743098,40.06589718183304,0.1487021129274035,1.7870602129933582,0.0035486446922222,0.0144007041142437,0.0025917486565009,2.4178421847859105e-217
LiFe0.15Mn0.03Ni0.02Mg0.80PO4,0.15,0.03,0.02,0.8,0.15,0.03,0.02,0.8,303.09447543558485,276.09032893318306,7.168889961723537,3.4514526969232167,4.27,0.15,0.03,0.02,0.8,3.788519211003138,0.0021339936743098,40.06589718183304,0.1487021129274035,1.7870602129933582,0.0035486446922222,0.0144007041142437,0.0025917486565009,2.4178421847859105e-217
LiFe0.08Mn0.39Ni0.01Mg0.52PO4,0.08,0.39,0.01,0.52,0.08,0.39,0.01,0.52,303.36839567846044,275.4703994845963,12.177956670405155,3.5582128610654373,4.284,0.08,0.39,0.01,0.52,3.498660419165211,0.0528044411394201,35.087704515683704,3.5925075406431968,2.172427422293569,0.0769860250583078,0.1689364525310179,0.0604912791927582,5.642546927784382e-14
LiFe0.05Mn0.10Ni0.23Mg0.62PO4,0.05,0.1,0.23,0.62,0.05,0.1,0.23,0.62,303.48579006826424,275.20471543520193,11.374155910134904,3.9420957378518304,4.29,0.05,0.1,0.23,0.62,3.786158336609738,0.0098662275805273,28.664508499567415,1.381841293430877,1.6568629479696435,0.0243451057551433,0.2335814442748382,0.0886913685562384,2.089838375668751e-15
LiFe0.02Mn0.55Ni0.35Mg0.07PO4,0.02,0.55,0.35,0.07,0.02,0.55,0.35,0.07,303.60318445806803,274.9390313858076,12.559751217212822,3.6825174293225262,4.296,0.02,0.55,0.35,0.07,3.733063127568296,0.0273688126438423,26.3651741294068,2.6033763950570616,2.4932300133804417,0.0161320563563044,0.0862832823924414,0.0302709336510114,2.3746100111568875e-08
LiFe0.09Mn0.37Ni0.48Mg0.06PO4,0.09,0.37,0.48,0.06,0.09,0.37,0.48,0.06,303.3292642151925,275.5589608343944,11.985288727681972,3.551624493281217,4.282,0.09,0.37,0.48,0.06,3.5049431181450044,0.0563885704504544,34.88538222712223,4.1642418603680085,2.140778342510022,0.0813334875954381,0.3409547756296075,0.068433907596628,2.333422860079645e-12
LiFe0.03Mn0.27Ni0.07Mg0.63PO4,0.03,0.27,0.07,0.63,0.03,0.27,0.07,0.63,303.5640529948001,275.02759273560577,6.317096253170482,3.3673432328108532,4.294,0.03,0.27,0.07,0.63,3.633232415421556,0.0849762772512932,32.16956095631718,7.4544796804061795,1.8153113070218612,0.0999255158464295,0.4814195740266503,0.1029747550834482,0.0001207185338209858
LiFe0.32Mn0.20Ni0.25Mg0.22PO4,0.32,0.2,0.25,0.22,0.32,0.2,0.25,0.22,302.4292405600298,277.59587187975086,2.9819320663006095,3.035249468971322,4.236,0.32,0.2,0.25,0.22,3.6031919329001383,0.1175269953728398,49.97658564757092,3.3135929589802458,1.61687195251335,0.2069574240806204,0.6701583203958804,0.0858350146191016,0.0006758746173156629
LiFe0.39Mn0.06Ni0.39Mg0.16PO4,0.39,0.06,0.39,0.16,0.39,0.06,0.39,0.16,302.1553203171543,278.21580132833765,5.885690131736334,3.3690203844215287,4.2219999999999995,0.39,0.06,0.39,0.16,3.7468189318709153,0.0468636492666998,45.990901686498646,2.853904326978498,1.826265212486184,0.1108143752179706,0.6332923826111597,0.0519983759674688,0.00016772043724544222
LiFe0.27Mn0.09Ni0.38Mg0.26PO4,0.27,0.09,0.38,0.26,0.27,0.09,0.38,0.26,302.6248978763695,277.15306513076035,10.638634996464036,3.91121323247606,4.246,0.27,0.09,0.38,0.26,3.7472327567377777,0.0453857514256406,30.31258745208357,3.5217643885662997,1.6175753160962856,0.1224162423616984,0.6973986195045057,0.1032820810813203,0.00013356529783407922
LiFe0.57Mn0.24Ni0.08Mg0.12PO4,0.57,0.24,0.08,0.12,0.57,0.24,0.08,0.12,301.4509539783313,279.80990562470356,3.109717244230122,3.177801431888572,4.186,0.57,0.24,0.08,0.12,3.40848087419294,0.070543127704843,49.81341006081953,3.5215213238164766,1.6052910938800946,0.1270554401546234,0.3799203109383856,0.049857396674038,1.3110715693778817e-12
LiFe0.12Mn0.25Ni0.41Mg0.23PO4,0.12,0.25,0.41,0.23,0.12,0.25,0.41,0.23,303.21186982538865,275.8246448837887,5.30448584492205,3.3006530349402294,4.276,0.12,0.25,0.41,0.23,3.6377419116834457,0.0619873835516189,37.33912639545844,5.702249156417231,1.6763869290280176,0.1102881634215672,0.3250344187862307,0.0591426486446453,3.5621803989477983e-06
LiFe0.37Mn0.14Ni0.42Mg0.07PO4,0.37,0.14,0.42,0.07,0.37,0.14,0.42,0.07,302.23358324369013,278.0386786287414,10.055836954821334,3.842608107607701,4.226,0.37,0.14,0.42,0.07,3.729530899777047,0.0503104607226921,31.638260089385746,2.2592442630923384,1.5843552712949358,0.1331224892621825,0.513982270140566,0.087079835785163,0.00010293957930853433
LiFe0.59Mn0.05Ni0.15Mg0.21PO4,0.59,0.05,0.15,0.21,0.59,0.05,0.15,0.21,301.3726910517954,279.9870283242998,7.256426988459856,3.530825197340287,4.1819999999999995,0.59,0.05,0.15,0.21,3.58272159518998,0.0329372020258956,45.96101638412302,2.152387880617269,1.8104575083378427,0.0491824334379936,0.3225912918596602,0.0558682983278374,2.6915356977706016e-19
LiFe0.11Mn0.07Ni0.54Mg0.28PO4,0.11,0.07,0.54,0.28,0.11,0.07,0.54,0.28,303.2510012886566,275.7360835339906,11.374155910134904,3.9420957378518304,4.278,0.11,0.07,0.54,0.28,3.786158336609738,0.0098662275805273,28.664508499567415,1.381841293430877,1.6568629479696435,0.0243451057551433,0.2335814442748382,0.0886913685562384,2.089838375668751e-15
LiFe0.17Mn0.18Ni0.50Mg0.14PO4,0.17,0.18,0.5,0.14,0.17,0.18,0.5,0.14,303.01621250904896,276.2674516327793,10.999931451525162,3.902263079743851,4.266,0.17,0.18,0.5,0.14,3.7614267741364578,0.0311891170675765,28.60447479889083,3.1347448151997015,1.6539868421131352,0.0225132341407974,0.2785042800143425,0.0850711725900568,1.1951158331192647e-05
LiFe0.34Mn0.01Ni0.02Mg0.63PO4,0.34,0.01,0.02,0.63,0.34,0.01,0.02,0.63,302.3509776334939,277.7729945793471,5.885690131736334,3.3690203844215287,4.232,0.34,0.01,0.02,0.63,3.7468189318709153,0.0468636492666998,45.990901686498646,2.853904326978498,1.826265212486184,0.1108143752179706,0.6332923826111597,0.0519983759674688,0.00016772043724544222
LiFe0.03Mn0.17Ni0.14Mg0.66PO4,0.03,0.17,0.14,0.66,0.03,0.17,0.14,0.66,303.5640529948001,275.02759273560577,10.999931451525162,3.902263079743851,4.294,0.03,0.17,0.14,0.66,3.7614267741364578,0.0311891170675765,28.60447479889083,3.1347448151997015,1.6539868421131352,0.0225132341407974,0.2785042800143425,0.0850711725900568,1.1951158331192647e-05
LiFe0.13Mn0.06Ni0.38Mg0.44PO4,0.13,0.06,0.38,0.44,0.13,0.06,0.38,0.44,303.1727383621207,275.91320623358683,7.168889961723537,3.4514526969232167,4.274,0.13,0.06,0.38,0.44,3.788519211003138,0.0021339936743098,40.06589718183304,0.1487021129274035,1.7870602129933582,0.0035486446922222,0.0144007041142437,0.0025917486565009,2.4178421847859105e-217
LiFe0.40Mn0.24Ni0.03Mg0.33PO4,0.4,0.24,0.03,0.33,0.4,0.24,0.03,0.33,302.11618885388634,278.30436267813576,2.9819320663006095,3.035249468971322,4.22,0.4,0.24,0.03,0.33,3.60348340145792,0.117444367424181,49.97658564757092,3.3135929589802458,1.61687195251335,0.2069574240806204,0.6701583203958804,0.0858350146191016,0.0006772426328146841
LiFe0.13Mn0.17Ni0.13Mg0.57PO4,0.13,0.17,0.13,0.57,0.13,0.17,0.13,0.57,303.1727383621207,275.91320623358683,10.999931451525162,3.902263079743851,4.274,0.13,0.17,0.13,0.57,3.7614267741364578,0.0311891170675765,28.60447479889083,3.1347448151997015,1.6539868421131352,0.0225132341407974,0.2785042800143425,0.0850711725900568,1.1951158331192647e-05
LiFe0.10Mn0.34Ni0.29Mg0.27PO4,0.1,0.34,0.29,0.27,0.1,0.34,0.29,0.27,303.29013275192455,275.6475221841925,12.256547624934717,3.4082686768164057,4.28,0.1,0.34,0.29,0.27,3.688712689094622,0.0649483568140935,31.814886314777855,4.5846039222790695,2.048531855751983,0.051082218461705,0.3760473588005307,0.0812370092008961,0.0001079697719177878
LiFe0.55Mn0.26Ni0.08Mg0.11PO4,0.55,0.26,0.08,0.11,0.55,0.26,0.08,0.11,301.5292169048672,279.6327829251074,3.0160376613540865,3.0371250681844155,4.1899999999999995,0.55,0.26,0.08,0.11,3.607768752843345,0.1153719777251712,49.23440011263513,3.232893938765342,1.6213293280747405,0.2039032974832238,0.664119169258807,0.0871726908401983,0.000662840345099629
