formula,x_Fe,x_Mn,x_Ni,x_Mg,V_lithiated,V_delithiated,dV_percent,density_g_cm3,U_cut_V
LiFe0.43Mn0.42Ni0.13Mg0.02PO4,0.43,0.42,0.13,0.02,301.9987944640825,278.5700467275301,8.410361419606645,3.45854864246874,4.2139999999999995
LiFe0.06Mn0.58Ni0.17Mg0.20PO4,0.06,0.58,0.17,0.2,303.4466586049963,275.29327678500005,10.22668702584539,3.434543280746746,4.288
LiFe0.15Mn0.47Ni0.17Mg0.21PO4,0.15,0.47,0.17,0.21,303.09447543558485,276.09032893318306,9.78090996767116,3.440382422787231,4.27
LiFe0.08Mn0.37Ni0.22Mg0.34PO4,0.08,0.37,0.22,0.34,303.36839567846044,275.4703994845963,10.127402525302582,3.435840867866854,4.284
LiFe0.03Mn0.27Ni0.07Mg0.63PO4,0.03,0.27,0.07,0.63,303.5640529948001,275.02759273560577,10.375853555402156,3.432596900066584,4.294
LiFe0.25Mn0.30Ni0.02Mg0.43PO4,0.25,0.3,0.02,0.43,302.7031608029054,276.9759424311641,9.288611186199027,3.4468703583877702,4.25
LiFe0.23Mn0.42Ni0.33Mg0.02PO4,0.23,0.42,0.33,0.02,302.7814237294413,276.7988197315679,9.386818926132216,3.4455727712676625,4.254
LiFe0.15Mn0.03Ni0.02Mg0.80PO4,0.15,0.03,0.02,0.8,303.09447543558485,276.09032893318306,9.78090996767116,3.440382422787231,4.27
LiFe0.25Mn0.26Ni0.05Mg0.44PO4,0.25,0.26,0.05,0.44,302.7031608029054,276.9759424311641,9.288611186199027,3.4468703583877702,4.25
LiFe0.29Mn0.08Ni0.32Mg0.30PO4,0.29,0.08,0.32,0.3,302.5466349498337,277.3301878303565,9.092572040841839,3.4494655326279853,4.242
LiFe0.42Mn0.24Ni0.16Mg0.17PO4,0.42,0.24,0.16,0.17,302.03792592735044,278.481485377732,8.458889293005074,3.4578998489086863,4.216
LiFe0.04Mn0.72Ni0.22Mg0.02PO4,0.04,0.72,0.22,0.02,303.5249215315322,275.1161540854039,10.326099367218335,3.4332456936266382,4.292
LiFe0.29Mn0.27Ni0.05Mg0.40PO4,0.29,0.27,0.05,0.4,302.5466349498337,277.3301878303565,9.092572040841839,3.4494655326279853,4.242
LiFe0.51Mn0.00Ni0.41Mg0.08PO4,0.51,0.0,0.41,0.08,301.68574275793895,279.2785375259149,8.023246408594806,3.463738990949171,4.1979999999999995
LiFe0.13Mn0.06Ni0.38Mg0.44PO4,0.13,0.06,0.38,0.44,303.1727383621207,275.91320623358683,9.879748961873203,3.4390848356671233,4.274
LiFe0.13Mn0.48Ni0.25Mg0.14PO4,0.13,0.48,0.25,0.14,303.1727383621207,275.91320623358683,9.879748961873203,3.4390848356671233,4.274
LiFe0.09Mn0.37Ni0.48Mg0.06PO4,0.09,0.37,0.48,0.06,303.3292642151925,275.5589608343944,10.0778081383053,3.436489661426908,4.282
LiFe0.31Mn0.52Ni0.00Mg0.17PO4,0.31,0.52,0.0,0.17,302.4683720232978,277.50731052995275,8.994740155016874,3.450763119748093,4.2379999999999995
LiFe0.01Mn0.28Ni0.60Mg0.11PO4,0.01,0.28,0.6,0.11,303.642315921336,274.85047003600954,10.475458121484847,3.4312993129464764,4.298
LiFe0.20Mn0.12Ni0.46Mg0.22PO4,0.2,0.12,0.46,0.22,302.8988181192451,276.5331356821736,9.53436642304386,3.4436263905875006,4.26
LiFe0.55Mn0.20Ni0.03Mg0.22PO4,0.55,0.2,0.03,0.22,301.5292169048672,279.6327829251074,7.830424512716819,3.466334165189387,4.1899999999999995
LiFe0.23Mn0.01Ni0.56Mg0.20PO4,0.23,0.01,0.56,0.2,302.7814237294413,276.7988197315679,9.386818926132216,3.4455727712676625,4.254
LiFe0.05Mn0.10Ni0.23Mg0.62PO4,0.05,0.1,0.23,0.62,303.48579006826424,275.20471543520193,10.27637720100083,3.433894487186692,4.29
LiFe0.21Mn0.15Ni0.14Mg0.50PO4,0.21,0.15,0.14,0.5,302.85968665597716,276.6216970319717,9.485152432194397,3.4442751841475547,4.258
LiFe0.11Mn0.10Ni0.30Mg0.49PO4,0.11,0.1,0.3,0.49,303.2510012886566,275.7360835339906,9.978714937130876,3.4377872485470156,4.278
LiFe0.09Mn0.41Ni0.20Mg0.30PO4,0.09,0.41,0.2,0.3,303.3292642151925,275.5589608343944,10.0778081383053,3.436489661426908,4.282
LiFe0.37Mn0.14Ni0.42Mg0.07PO4,0.37,0.14,0.42,0.07,302.23358324369013,278.0386786287414,8.701992375404577,3.4546558811084167,4.226
LiFe0.08Mn0.39Ni0.01Mg0.52PO4,0.08,0.39,0.01,0.52,303.36839567846044,275.4703994845963,10.127402525302582,3.435840867866854,4.284
LiFe0.55Mn0.06Ni0.28Mg0.11PO4,0.55,0.06,0.28,0.11,301.5292169048672,279.6327829251074,7.830424512716819,3.466334165189387,4.1899999999999995
LiFe0.13Mn0.17Ni0.13Mg0.57PO4,0.13,0.17,0.13,0.57,303.1727383621207,275.91320623358683,9.879748961873203,3.4390848356671233,4.274
LiFe0.48Mn0.15Ni0.36Mg0.01PO4,0.48,0.15,0.36,0.01,301.80313714774275,279.0128534765206,8.168184148957131,3.4617926102690095,4.204
LiFe0.23Mn0.42Ni0.14Mg0.21PO4,0.23,0.42,0.14,0.21,302.7814237294413,276.7988197315679,9.386818926132216,3.4455727712676625,4.254
LiFe0.63Mn0.09Ni0.01Mg0.27PO4,0.63,0.09,0.01,0.27,301.2161651987237,280.34127372349224,7.4462426448917665,3.471524513669818,4.1739999999999995
LiFe0.27Mn0.04Ni0.12Mg0.56PO4,0.27,0.04,0.12,0.56,302.6248978763695,277.15306513076035,9.190528971271378,3.4481679455078775,4.2459999999999996
LiFe0.13Mn0.47Ni0.02Mg0.38PO4,0.13,0.47,0.02,0.38,303.1727383621207,275.91320623358683,9.879748961873203,3.4390848356671233,4.274
LiFe0.11Mn0.25Ni0.22Mg0.42PO4,0.11,0.25,0.22,0.42,303.2510012886566,275.7360835339906,9.978714937130876,3.4377872485470156,4.278
LiFe0.01Mn0.17Ni0.53Mg0.29PO4,0.01,0.17,0.53,0.29,303.642315921336,274.85047003600954,10.475458121484847,3.4312993129464764,4.298
LiFe0.01Mn0.70Ni0.15Mg0.13PO4,0.01,0.7,0.15,0.13,303.642315921336,274.85047003600954,10.475458121484847,3.4312993129464764,4.298
LiFe0.15Mn0.37Ni0.08Mg0.39PO4,0.15,0.37,0.08,0.39,303.09447543558485,276.09032893318306,9.78090996767116,3.440382422787231,4.27
LiFe0.29Mn0.52Ni0.09Mg0.09PO4,0.29,0.52,0.09,0.09,302.5466349498337,277.3301878303565,9.092572040841839,3.4494655326279853,4.242
LiFe0.50Mn0.17Ni0.14Mg0.19PO4,0.5,0.17,0.14,0.19,301.7248742212069,279.18997617611683,8.071528338422421,3.4630901973891173,4.2
LiFe0.32Mn0.20Ni0.25Mg0.22PO4,0.32,0.2,0.25,0.22,302.4292405600298,277.59587187975086,8.945871029031837,3.451411913308147,4.236
LiFe0.47Mn0.27Ni0.02Mg0.24PO4,0.47,0.27,0.02,0.24,301.8422686110107,278.92429212672255,8.216558088054917,3.4611438167089554,4.2059999999999995
LiFe0.26Mn0.05Ni0.35Mg0.33PO4,0.26,0.05,0.35,0.33,302.66402933963747,277.06450378096224,9.23955440315564,3.447519151947824,4.248
LiFe0.18Mn0.15Ni0.11Mg0.56PO4,0.18,0.15,0.11,0.56,302.977081045781,276.3560129825774,9.632889031758433,3.442328803467393,4.264
LiFe0.25Mn0.21Ni0.22Mg0.32PO4,0.25,0.21,0.22,0.32,302.7031608029054,276.9759424311641,9.288611186199027,3.4468703583877702,4.25
LiFe0.67Mn0.17Ni0.11Mg0.05PO4,0.67,0.17,0.11,0.05,301.05963934565193,280.6955191226847,7.254878982968951,3.4741196879100333,4.1659999999999995
LiFe0.28Mn0.14Ni0.22Mg0.36PO4,0.28,0.14,0.22,0.36,302.58576641310157,277.24162648055847,9.141534860502038,3.4488167390679316,4.244
LiFe0.34Mn0.40Ni0.16Mg0.10PO4,0.34,0.4,0.16,0.1,302.3509776334939,277.7729945793471,8.848226261651952,3.452709500428255,4.232
LiFe0.57Mn0.24Ni0.08Mg0.12PO4,0.57,0.24,0.08,0.12,301.4509539783313,279.80990562470356,7.734196652299335,3.4676317523094946,4.186
LiFe0.13Mn0.32Ni0.25Mg0.30PO4,0.13,0.32,0.25,0.3,303.1727383621207,275.91320623358683,9.879748961873203,3.4390848356671233,4.274
LiFe0.69Mn0.03Ni0.12Mg0.17PO4,0.69,0.03,0.12,0.17,300.98137641911603,280.8726418222809,7.159378167403966,3.475417275030141,4.162
LiFe0.02Mn0.75Ni0.22Mg0.01PO4,0.02,0.75,0.22,0.01,303.60318445806803,274.9390313858076,10.425639796496382,3.4319481065065305,4.296
LiFe0.05Mn0.19Ni0.09Mg0.67PO4,0.05,0.19,0.09,0.67,303.48579006826424,275.20471543520193,10.27637720100083,3.433894487186692,4.29
LiFe0.25Mn0.41Ni0.05Mg0.29PO4,0.25,0.41,0.05,0.29,302.7031608029054,276.9759424311641,9.288611186199027,3.4468703583877702,4.25
LiFe0.09Mn0.04Ni0.65Mg0.22PO4,0.09,0.04,0.65,0.22,303.3292642151925,275.5589608343944,10.0778081383053,3.436489661426908,4.282
LiFe0.34Mn0.01Ni0.02Mg0.63PO4,0.34,0.01,0.02,0.63,302.3509776334939,277.7729945793471,8.848226261651952,3.452709500428255,4.232
LiFe0.20Mn0.02Ni0.44Mg0.34PO4,0.2,0.02,0.44,0.34,302.8988181192451,276.5331356821736,9.53436642304386,3.4436263905875006,4.26
LiFe0.37Mn0.45Ni0.02Mg0.17PO4,0.37,0.45,0.02,0.17,302.23358324369013,278.0386786287414,8.701992375404577,3.4546558811084167,4.226
LiFe0.01Mn0.33Ni0.58Mg0.08PO4,0.01,0.33,0.58,0.08,303.642315921336,274.85047003600954,10.475458121484847,3.4312993129464764,4.298
LiFe0.12Mn0.25Ni0.41Mg0.23PO4,0.12,0.25,0.41,0.23,303.21186982538865,275.8246448837887,9.929216061581007,3.4384360421070697,4.276
LiFe0.40Mn0.24Ni0.03Mg0.33PO4,0.4,0.24,0.03,0.33,302.11618885388634,278.30436267813576,8.556037694345958,3.456602261788578,4.22
LiFe0.28Mn0.31Ni0.18Mg0.23PO4,0.28,0.31,0.18,0.23,302.58576641310157,277.24162648055847,9.141534860502038,3.4488167390679316,4.244
LiFe0.17Mn0.18Ni0.50Mg0.14PO4,0.17,0.18,0.5,0.14,303.01621250904896,276.2674516327793,9.682197710291513,3.441680009907339,4.266
LiFe0.32Mn0.33Ni0.00Mg0.34PO4,0.32,0.33,0.0,0.34,302.4292405600298,277.59587187975086,8.945871029031837,3.451411913308147,4.236
LiFe0.77Mn0.16Ni0.05Mg0.02PO4,0.77,0.16,0.05,0.02,300.66832471297255,281.58113262066576,6.778576360803355,3.480607623510572,4.146
LiFe0.35Mn0.18Ni0.19Mg0.28PO4,0.35,0.18,0.19,0.28,302.31184617022603,277.8615559291452,8.799450560665424,3.453358293988309,4.2299999999999995
LiFe0.10Mn0.34Ni0.29Mg0.27PO4,0.1,0.34,0.29,0.27,303.29013275192455,275.6475221841925,10.028245619150088,3.437138454986962,4.28
LiFe0.21Mn0.37Ni0.16Mg0.26PO4,0.21,0.37,0.16,0.26,302.85968665597716,276.6216970319717,9.485152432194397,3.4442751841475547,4.258
