formula,x_Fe,x_Mn,x_Ni,x_Mg,V_lithiated,V_delithiated,dV_percent,density_g_cm3,U_cut_V
LiFe0.12Mn0.27Ni0.18Mg0.44PO4,0.12,0.27,0.18,0.44,303.21186982538865,275.8246448837887,9.929216061581007,3.4384360421070697,4.276
LiFe0.02Mn0.74Ni0.04Mg0.20PO4,0.02,0.74,0.04,0.2,303.60318445806803,274.9390313858076,10.425639796496382,3.4319481065065305,4.296
LiFe0.08Mn0.03Ni0.49Mg0.41PO4,0.08,0.03,0.49,0.41,303.36839567846044,275.4703994845963,10.127402525302582,3.435840867866854,4.284
LiFe0.74Mn0.13Ni0.09Mg0.04PO4,0.74,0.13,0.09,0.04,300.7857191027763,281.3154485712714,6.921152261772096,3.4786612428304107,4.152
LiFe0.15Mn0.09Ni0.37Mg0.38PO4,0.15,0.09,0.37,0.38,303.09447543558485,276.09032893318306,9.78090996767116,3.440382422787231,4.27
LiFe0.48Mn0.02Ni0.06Mg0.44PO4,0.48,0.02,0.06,0.44,301.80313714774275,279.0128534765206,8.168184148957131,3.4617926102690095,4.204
LiFe0.05Mn0.19Ni0.06Mg0.70PO4,0.05,0.19,0.06,0.7,303.48579006826424,275.20471543520193,10.27637720100083,3.433894487186692,4.29
LiFe0.15Mn0.26Ni0.54Mg0.04PO4,0.15,0.26,0.54,0.04,303.09447543558485,276.09032893318306,9.78090996767116,3.440382422787231,4.27
LiFe0.07Mn0.04Ni0.06Mg0.84PO4,0.07,0.04,0.06,0.84,303.40752714172834,275.38183813479816,10.177028810887569,3.4351920743067996,4.286
LiFe0.37Mn0.49Ni0.08Mg0.06PO4,0.37,0.49,0.08,0.06,302.23358324369013,278.0386786287414,8.701992375404577,3.4546558811084167,4.226
LiFe0.03Mn0.28Ni0.43Mg0.26PO4,0.03,0.28,0.43,0.26,303.5640529948001,275.02759273560577,10.375853555402156,3.432596900066584,4.294
LiFe0.35Mn0.40Ni0.14Mg0.10PO4,0.35,0.4,0.14,0.1,302.31184617022603,277.8615559291452,8.799450560665424,3.453358293988309,4.2299999999999995
LiFe0.04Mn0.22Ni0.30Mg0.44PO4,0.04,0.22,0.3,0.44,303.5249215315322,275.1161540854039,10.326099367218335,3.4332456936266382,4.292
LiFe0.51Mn0.00Ni0.40Mg0.09PO4,0.51,0.0,0.4,0.09,301.68574275793895,279.2785375259149,8.023246408594806,3.463738990949171,4.1979999999999995
LiFe0.01Mn0.03Ni0.57Mg0.39PO4,0.01,0.03,0.57,0.39,303.642315921336,274.85047003600954,10.475458121484847,3.4312993129464764,4.298
LiFe0.21Mn0.09Ni0.13Mg0.57PO4,0.21,0.09,0.13,0.57,302.85968665597716,276.6216970319717,9.485152432194397,3.4442751841475547,4.258
LiFe0.23Mn0.37Ni0.15Mg0.25PO4,0.23,0.37,0.15,0.25,302.7814237294413,276.7988197315679,9.386818926132216,3.4455727712676625,4.254
LiFe0.43Mn0.09Ni0.32Mg0.16PO4,0.43,0.09,0.32,0.16,301.9987944640825,278.5700467275301,8.410361419606645,3.45854864246874,4.2139999999999995
LiFe0.18Mn0.03Ni0.35Mg0.44PO4,0.18,0.03,0.35,0.44,302.977081045781,276.3560129825774,9.632889031758433,3.442328803467393,4.264
LiFe0.07Mn0.40Ni0.46Mg0.08PO4,0.07,0.4,0.46,0.08,303.40752714172834,275.38183813479816,10.177028810887569,3.4351920743067996,4.286
LiFe0.33Mn0.35Ni0.29Mg0.02PO4,0.33,0.35,0.29,0.02,302.3901090967619,277.684433229549,8.897033074515148,3.4520607068682008,4.234
LiFe0.08Mn0.47Ni0.11Mg0.34PO4,0.08,0.47,0.11,0.34,303.36839567846044,275.4703994845963,10.127402525302582,3.435840867866854,4.284
LiFe0.17Mn0.20Ni0.32Mg0.31PO4,0.17,0.2,0.32,0.31,303.01621250904896,276.2674516327793,9.682197710291513,3.441680009907339,4.266
LiFe0.62Mn0.25Ni0.09Mg0.04PO4,0.62,0.25,0.09,0.04,301.2552966619916,280.2527123736941,7.494159150292992,3.470875720109764,4.176
LiFe0.19Mn0.11Ni0.41Mg0.30PO4,0.19,0.11,0.41,0.3,302.93794958251306,276.4445743323755,9.583611946127027,3.442977597027447,4.262
LiFe0.22Mn0.50Ni0.13Mg0.14PO4,0.22,0.5,0.13,0.14,302.82055519270926,276.71025838176985,9.435969943302835,3.4449239777076084,4.256
LiFe0.06Mn0.37Ni0.39Mg0.17PO4,0.06,0.37,0.39,0.17,303.4466586049963,275.29327678500005,10.22668702584539,3.434543280746746,4.288
LiFe0.07Mn0.04Ni0.66Mg0.23PO4,0.07,0.04,0.66,0.23,303.40752714172834,275.38183813479816,10.177028810887569,3.4351920743067996,4.286
LiFe0.38Mn0.20Ni0.36Mg0.06PO4,0.38,0.2,0.36,0.06,302.1944517804222,278.12723997853954,8.653309831766096,3.4553046746684704,4.224
LiFe0.13Mn0.17Ni0.61Mg0.09PO4,0.13,0.17,0.61,0.09,303.1727383621207,275.91320623358683,9.879748961873203,3.4390848356671233,4.274
